rank,code,name,market,mktcap,sector,close,trend_score,pattern_score,volume_score,supply_score,risk_score,total_score,stop,risk_pct,bbw_pct,adx,setup,ma20,ma60,dryup_count,rebreakout,trigger_score,liq_score,vol_score,momentum_score,news_score,news_summary,foreign_consec_buy,foreign_net_5d,inst_net_5d,keywords,news_count,scan_date,chunk
86,010060,OCI홀딩스,KOSPI,2122805378400,기타 금융업,113700.0,22.0,5.0,0.0,4,5.0,36.0,100300.0,11.785400175901495,15.966386554621849,20.81769481339212,-,111110.0,108350.0,0,False,5.0,0.0,0.0,0,0,,0,-7236971400.0,18975779100.0,,0,2026-01-18 12:36,1
87,017800,현대엘리베이터,KOSPI,3475313026500,일반 목적용 기계 제조업,88900.0,23.0,0.0,0.0,2,10.0,35.0,85700.0,3.59955005624297,89.91596638655462,28.283187635649302,-,88335.0,85620.0,2,False,0.0,0.0,0.0,0,0,,1,-5430256200.0,-2537219400.0,,0,2026-01-18 12:36,1
88,095610,테스,KOSDAQ,1002249058200,특수 목적용 기계 제조업,50700.0,25.0,0.0,0.0,0,10.0,35.0,48900.0,3.5502958579881656,57.983193277310924,64.90909932884233,-,47977.5,43623.0,0,False,0.0,0.0,0.0,0,0,,0,-6773575100.0,-8423461200.0,,0,2026-01-18 12:36,1
89,000810,삼성화재,KOSPI,22384426907500,보험업,486500.0,12.0,0.0,8.0,5,10.0,35.0,466000.0,4.213771839671121,64.70588235294117,41.65526426801524,-,487125.0,491270.0,0,False,0.0,8.0,8.0,0,0,,1,33619891000.0,-4983982000.0,,0,2026-01-18 12:36,1
90,062040,산일전기,KOSPI,4368886200000,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",143500.0,21.0,5.0,0.0,2,7.0,35.0,131800.0,8.153310104529616,0.0,33.0925662604309,-,137125.0,141638.0,0,False,5.0,0.0,0.0,0,0,,1,-10033792100.0,-1021684000.0,,0,2026-01-18 12:36,1
91,009540,HD한국조선해양,KOSPI,31034011366000,기타 금융업,438500.0,20.0,5.0,0.0,5,5.0,35.0,385000.0,12.200684150513112,10.92436974789916,25.0758536100605,-,422775.0,425670.0,0,False,5.0,0.0,0.0,0,0,,2,31784554500.0,-13847853500.0,,0,2026-01-18 12:36,1
92,475830,오름테라퓨틱,KOSDAQ,2586102422400,기초 의약물질 제조업,121800.0,25.0,0.0,5.0,0,5.0,35.0,108700.0,10.755336617405582,92.43697478991596,66.65088659245198,-,115820.0,85492.0,3,False,0.0,5.0,5.0,0,0,,0,-9661257100.0,-11256535600.0,,0,2026-01-18 12:36,1
93,399720,가온칩스,KOSDAQ,700665368000,반도체 제조업,60400.0,25.0,0.0,0.0,4,5.0,34.0,51400.0,14.90066225165563,100.0,53.57240863047405,-,54147.5,50747.0,0,False,0.0,0.0,0.0,0,0,,0,-5317119900.0,341958200.0,,0,2026-01-18 12:36,1
94,098460,고영,KOSDAQ,1949795042000,특수 목적용 기계 제조업,28400.0,25.0,0.0,0.0,4,5.0,34.0,25250.0,11.091549295774648,77.3109243697479,40.98892294025291,-,25577.5,23637.2,2,False,0.0,0.0,0.0,0,0,,0,-18973607500.0,950087450.0,,0,2026-01-18 12:36,1
95,077970,STX엔진,KOSPI,1481463524700,일반 목적용 기계 제조업,36900.0,20.0,5.0,0.0,4,5.0,34.0,32500.0,11.924119241192411,15.966386554621849,18.562220107820696,-,36340.0,34636.0,0,False,5.0,0.0,0.0,0,0,,0,-1096274100.0,48425150.0,,0,2026-01-18 12:36,1
96,352820,하이브,KOSPI,14325028436000,오디오물 출판 및 원판 녹음업,336500.0,25.0,0.0,0.0,0,9.0,34.0,319500.0,5.052005943536404,37.81512605042017,46.889158429890564,-,326425.0,308540.0,0,False,0.0,0.0,0.0,0,0,,0,-16328812000.0,-53494287000.0,,0,2026-01-18 12:36,1
97,089030,테크윙,KOSDAQ,1832302745250,특수 목적용 기계 제조업,49450.0,22.0,0.0,0.0,2,9.0,33.0,46350.0,6.268958543983821,44.53781512605042,43.363635677165476,-,47027.5,48859.0,0,False,0.0,0.0,0.0,0,0,,1,-3464623950.0,-12044086650.0,,0,2026-01-18 12:36,1
98,078930,GS,KOSPI,5537756528800,기타 금융업,59600.0,21.0,0.0,0.0,3,9.0,33.0,55400.0,7.046979865771812,47.89915966386555,33.982125838561956,-,56745.0,57037.0,0,False,0.0,0.0,0.0,0,0,,0,2411542200.0,-189401800.0,,0,2026-01-18 12:36,1
99,100090,SK오션플랜트,KOSPI,1258934299350,1차 철강 제조업,20150.0,17.0,5.0,0.0,0,10.0,32.0,19300.0,4.218362282878412,20.168067226890756,32.33801304711343,-,20254.0,19588.0,0,False,5.0,0.0,0.0,0,0,,0,-1688996200.0,-2965158600.0,,0,2026-01-18 12:36,1
100,128940,한미약품,KOSPI,5591997571500,의약품 제조업,436500.0,12.0,0.0,8.0,2,10.0,32.0,420000.0,3.7800687285223367,36.97478991596638,45.35672106898743,-,447975.0,448140.0,0,False,0.0,8.0,8.0,0,0,,2,-31826413500.0,-69619533500.0,,0,2026-01-18 12:36,1
